Dataset;#TrainingRelease;%training;%Defective in training;%Defective in testing;Classifier;Feature Selection;Balancing;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
SYNCOPE;14;33.9;36.61;39.33;Random Forest;No;SMOTE;No;474;49;279;32;0.91;0.94;0.94;0.79
SYNCOPE;14;33.9;36.61;39.33;Random Forest;No;SMOTE;Sensitive Threshold;326;23;305;180;0.93;0.64;0.79;0.53
SYNCOPE;14;33.9;36.61;39.33;Random Forest;No;SMOTE;Sensitive Learning;364;30;298;142;0.92;0.72;0.94;0.59
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;No;No;501;59;269;5;0.89;0.99;0.95;0.83
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;No;Sensitive Threshold;357;24;304;149;0.94;0.71;0.82;0.59
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;No;Sensitive Learning;399;30;298;107;0.93;0.79;0.95;0.67
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;oversampling;No;486;55;273;20;0.9;0.96;0.94;0.81
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;oversampling;Sensitive Threshold;336;17;311;170;0.95;0.66;0.81;0.57
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;oversampling;Sensitive Learning;483;49;279;23;0.91;0.95;0.94;0.82
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;undersampling;No;490;48;280;16;0.91;0.97;0.94;0.84
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;undersampling;Sensitive Threshold;302;15;313;204;0.95;0.6;0.78;0.5
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;undersampling;Sensitive Learning;483;69;259;23;0.88;0.95;0.92;0.76
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;SMOTE;No;495;58;270;11;0.9;0.98;0.95;0.82
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;SMOTE;Sensitive Threshold;341;16;312;165;0.96;0.67;0.81;0.58
SYNCOPE;14;33.9;36.61;39.33;Random Forest;Best first;SMOTE;Sensitive Learning;386;31;297;120;0.93;0.76;0.93;0.64
SYNCOPE;14;33.9;36.61;39.33;IBk;No;No;No;448;43;285;58;0.91;0.89;0.88;0.75
SYNCOPE;14;33.9;36.61;39.33;IBk;No;No;Sensitive Threshold;448;42;286;58;0.91;0.89;0.88;0.75
SYNCOPE;14;33.9;36.61;39.33;IBk;No;No;Sensitive Learning;448;43;285;58;0.91;0.89;0.88;0.75
SYNCOPE;14;33.9;36.61;39.33;IBk;No;oversampling;No;427;40;288;79;0.91;0.84;0.86;0.71
SYNCOPE;14;33.9;36.61;39.33;IBk;No;oversampling;Sensitive Threshold;427;39;289;79;0.92;0.84;0.86;0.71
SYNCOPE;14;33.9;36.61;39.33;IBk;No;oversampling;Sensitive Learning;407;38;290;99;0.91;0.8;0.84;0.67
SYNCOPE;14;33.9;36.61;39.33;IBk;No;undersampling;No;429;42;286;77;0.91;0.85;0.86;0.71
SYNCOPE;14;33.9;36.61;39.33;IBk;No;undersampling;Sensitive Threshold;426;41;287;80;0.91;0.84;0.86;0.7
SYNCOPE;14;33.9;36.61;39.33;IBk;No;undersampling;Sensitive Learning;431;55;273;75;0.89;0.85;0.84;0.68
SYNCOPE;14;33.9;36.61;39.33;IBk;No;SMOTE;No;449;45;283;57;0.91;0.89;0.89;0.75
SYNCOPE;14;33.9;36.61;39.33;IBk;No;SMOTE;Sensitive Threshold;449;44;284;57;0.91;0.89;0.88;0.75
SYNCOPE;14;33.9;36.61;39.33;IBk;No;SMOTE;Sensitive Learning;411;39;289;95;0.91;0.81;0.85;0.67
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;No;No;498;48;280;8;0.91;0.98;0.95;0.86
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;No;Sensitive Threshold;373;25;303;133;0.94;0.74;0.83;0.62
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;No;Sensitive Learning;400;30;298;106;0.93;0.79;0.95;0.67
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;oversampling;No;412;41;287;94;0.91;0.81;0.94;0.67
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;oversampling;Sensitive Threshold;338;18;310;168;0.95;0.67;0.81;0.57
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;oversampling;Sensitive Learning;400;36;292;106;0.92;0.79;0.94;0.66
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;undersampling;No;418;36;292;88;0.92;0.83;0.94;0.7
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;undersampling;Sensitive Threshold;313;15;313;193;0.95;0.62;0.79;0.52
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;undersampling;Sensitive Learning;382;35;293;124;0.92;0.75;0.92;0.62
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;SMOTE;No;494;54;274;12;0.9;0.98;0.94;0.83
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;SMOTE;Sensitive Threshold;359;17;311;147;0.95;0.71;0.83;0.61
SYNCOPE;14;33.9;36.61;39.33;IBk;Best first;SMOTE;Sensitive Learning;382;30;298;124;0.93;0.75;0.93;0.63
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;No;No;476;176;152;30;0.73;0.94;0.9;0.44
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;No;Sensitive Threshold;411;26;302;95;0.94;0.81;0.87;0.71
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;No;Sensitive Learning;459;31;297;47;0.94;0.91;0.91;0.81
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;oversampling;No;464;72;256;42;0.87;0.92;0.9;0.71
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;oversampling;Sensitive Threshold;370;25;303;136;0.94;0.73;0.83;0.62
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;oversampling;Sensitive Learning;449;46;282;57;0.91;0.89;0.92;0.74
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;undersampling;No;469;164;164;37;0.74;0.93;0.9;0.46
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;undersampling;Sensitive Threshold;382;22;306;124;0.95;0.75;0.84;0.65
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;undersampling;Sensitive Learning;463;200;128;43;0.7;0.92;0.87;0.33
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;SMOTE;No;473;91;237;33;0.84;0.93;0.9;0.68
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;SMOTE;Sensitive Threshold;402;25;303;104;0.94;0.79;0.86;0.69
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;No;SMOTE;Sensitive Learning;464;65;263;42;0.88;0.92;0.9;0.73
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;No;No;501;72;256;5;0.87;0.99;0.94;0.8
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;No;Sensitive Threshold;288;13;315;218;0.96;0.57;0.76;0.48
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;No;Sensitive Learning;373;25;303;133;0.94;0.74;0.95;0.62
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;oversampling;No;412;41;287;94;0.91;0.81;0.94;0.67
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;oversampling;Sensitive Threshold;256;14;314;250;0.95;0.51;0.73;0.41
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;oversampling;Sensitive Learning;400;36;292;106;0.92;0.79;0.93;0.66
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;undersampling;No;418;36;292;88;0.92;0.83;0.94;0.7
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;undersampling;Sensitive Threshold;58;1;327;448;0.98;0.11;0.56;0.09
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;undersampling;Sensitive Learning;382;35;293;124;0.92;0.75;0.92;0.62
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;SMOTE;No;497;66;262;9;0.88;0.98;0.94;0.81
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;SMOTE;Sensitive Threshold;292;14;314;214;0.95;0.58;0.77;0.48
SYNCOPE;14;33.9;36.61;39.33;Naive Bayes;Best first;SMOTE;Sensitive Learning;367;25;303;139;0.94;0.73;0.93;0.61
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;No;No;538;17;249;67;0.97;0.89;0.98;0.78
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;No;Sensitive Threshold;342;2;264;263;0.99;0.57;0.78;0.44
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;No;Sensitive Learning;441;5;261;164;0.99;0.73;0.98;0.61
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;oversampling;No;500;12;254;105;0.98;0.83;0.97;0.71
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;oversampling;Sensitive Threshold;336;2;264;269;0.99;0.56;0.77;0.43
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;oversampling;Sensitive Learning;471;12;254;134;0.98;0.78;0.96;0.65
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;undersampling;No;498;11;255;107;0.98;0.82;0.97;0.71
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;undersampling;Sensitive Threshold;310;2;264;295;0.99;0.51;0.75;0.39
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;undersampling;Sensitive Learning;497;15;251;108;0.97;0.82;0.95;0.7
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;SMOTE;No;541;16;250;64;0.97;0.89;0.98;0.79
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;SMOTE;Sensitive Threshold;356;1;265;249;1;0.59;0.79;0.46
SYNCOPE;15;36.51;36.81;30.54;Random Forest;No;SMOTE;Sensitive Learning;406;4;262;199;0.99;0.67;0.96;0.54
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;No;No;563;19;247;42;0.97;0.93;0.98;0.84
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;No;Sensitive Threshold;376;6;260;229;0.98;0.62;0.8;0.49
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;No;Sensitive Learning;474;8;258;131;0.98;0.78;0.98;0.67
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;oversampling;No;552;19;247;53;0.97;0.91;0.97;0.81
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;oversampling;Sensitive Threshold;369;5;261;236;0.99;0.61;0.8;0.48
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;oversampling;Sensitive Learning;458;10;256;147;0.98;0.76;0.97;0.63
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;undersampling;No;554;19;247;51;0.97;0.92;0.97;0.82
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;undersampling;Sensitive Threshold;319;1;265;286;1;0.53;0.76;0.4
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;undersampling;Sensitive Learning;554;21;245;51;0.96;0.92;0.95;0.81
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;SMOTE;No;563;18;248;42;0.97;0.93;0.98;0.84
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;SMOTE;Sensitive Threshold;355;7;259;250;0.98;0.59;0.78;0.45
SYNCOPE;15;36.51;36.81;30.54;Random Forest;Best first;SMOTE;Sensitive Learning;425;8;258;180;0.98;0.7;0.97;0.57
SYNCOPE;15;36.51;36.81;30.54;IBk;No;No;No;521;11;255;84;0.98;0.86;0.91;0.76
SYNCOPE;15;36.51;36.81;30.54;IBk;No;No;Sensitive Threshold;518;9;257;87;0.98;0.86;0.91;0.76
SYNCOPE;15;36.51;36.81;30.54;IBk;No;No;Sensitive Learning;518;10;256;87;0.98;0.86;0.91;0.76
SYNCOPE;15;36.51;36.81;30.54;IBk;No;oversampling;No;504;12;254;101;0.98;0.83;0.89;0.72
SYNCOPE;15;36.51;36.81;30.54;IBk;No;oversampling;Sensitive Threshold;495;11;255;110;0.98;0.82;0.89;0.7
SYNCOPE;15;36.51;36.81;30.54;IBk;No;oversampling;Sensitive Learning;474;8;258;131;0.98;0.78;0.87;0.67
SYNCOPE;15;36.51;36.81;30.54;IBk;No;undersampling;No;489;10;256;116;0.98;0.81;0.89;0.69
SYNCOPE;15;36.51;36.81;30.54;IBk;No;undersampling;Sensitive Threshold;481;8;258;124;0.98;0.8;0.88;0.68
SYNCOPE;15;36.51;36.81;30.54;IBk;No;undersampling;Sensitive Learning;490;17;249;115;0.97;0.81;0.89;0.68
SYNCOPE;15;36.51;36.81;30.54;IBk;No;SMOTE;No;524;10;256;81;0.98;0.87;0.92;0.77
SYNCOPE;15;36.51;36.81;30.54;IBk;No;SMOTE;Sensitive Threshold;521;8;258;84;0.98;0.86;0.92;0.77
SYNCOPE;15;36.51;36.81;30.54;IBk;No;SMOTE;Sensitive Learning;463;7;259;142;0.99;0.77;0.89;0.65
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;No;No;562;19;247;43;0.97;0.93;0.98;0.84
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;No;Sensitive Threshold;436;6;260;169;0.99;0.72;0.85;0.6
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;No;Sensitive Learning;474;8;258;131;0.98;0.78;0.98;0.67
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;oversampling;No;476;10;256;129;0.98;0.79;0.97;0.67
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;oversampling;Sensitive Threshold;384;5;261;221;0.99;0.63;0.81;0.5
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;oversampling;Sensitive Learning;456;10;256;149;0.98;0.75;0.97;0.62
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;undersampling;No;485;10;256;120;0.98;0.8;0.97;0.68
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;undersampling;Sensitive Threshold;357;1;265;248;1;0.59;0.79;0.47
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;undersampling;Sensitive Learning;433;9;257;172;0.98;0.72;0.95;0.58
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;SMOTE;No;562;18;248;43;0.97;0.93;0.98;0.84
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;SMOTE;Sensitive Threshold;416;7;259;189;0.98;0.69;0.83;0.55
SYNCOPE;15;36.51;36.81;30.54;IBk;Best first;SMOTE;Sensitive Learning;424;7;259;181;0.98;0.7;0.97;0.57
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;No;No;566;127;139;39;0.82;0.94;0.93;0.5
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;No;Sensitive Threshold;492;8;258;113;0.98;0.81;0.89;0.71
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;No;Sensitive Learning;523;15;251;82;0.97;0.86;0.93;0.75
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;oversampling;No;546;17;249;59;0.97;0.9;0.93;0.8
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;oversampling;Sensitive Threshold;393;5;261;212;0.99;0.65;0.82;0.52
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;oversampling;Sensitive Learning;518;17;249;87;0.97;0.86;0.93;0.74
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;undersampling;No;563;134;132;42;0.81;0.93;0.92;0.47
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;undersampling;Sensitive Threshold;454;6;260;151;0.99;0.75;0.86;0.63
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;undersampling;Sensitive Learning;569;235;31;36;0.71;0.94;0.88;0.07
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;SMOTE;No;562;23;243;43;0.96;0.93;0.93;0.83
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;SMOTE;Sensitive Threshold;480;7;259;125;0.99;0.79;0.88;0.68
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;No;SMOTE;Sensitive Learning;499;13;253;106;0.97;0.82;0.93;0.71
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;No;No;579;20;246;26;0.97;0.96;0.97;0.88
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;No;Sensitive Threshold;353;6;260;252;0.98;0.58;0.78;0.45
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;No;Sensitive Learning;438;6;260;167;0.99;0.72;0.97;0.6
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;oversampling;No;476;10;256;129;0.98;0.79;0.97;0.67
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;oversampling;Sensitive Threshold;277;2;264;328;0.99;0.46;0.73;0.34
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;oversampling;Sensitive Learning;456;10;256;149;0.98;0.75;0.97;0.62
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;undersampling;No;485;10;256;120;0.98;0.8;0.97;0.68
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;undersampling;Sensitive Threshold;62;0;266;543;1;0.1;0.55;0.07
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;undersampling;Sensitive Learning;433;9;257;172;0.98;0.72;0.95;0.58
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;SMOTE;No;573;19;247;32;0.97;0.95;0.97;0.86
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;SMOTE;Sensitive Threshold;307;2;264;298;0.99;0.51;0.75;0.38
SYNCOPE;15;36.51;36.81;30.54;Naive Bayes;Best first;SMOTE;Sensitive Learning;409;7;259;196;0.98;0.68;0.96;0.54
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;No;No;560;13;258;50;0.98;0.92;0.99;0.84
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;No;Sensitive Threshold;443;2;269;167;1;0.73;0.86;0.61
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;No;Sensitive Learning;520;6;265;90;0.99;0.85;0.99;0.76
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;oversampling;No;537;18;253;73;0.97;0.88;0.96;0.77
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;oversampling;Sensitive Threshold;417;6;265;193;0.99;0.68;0.83;0.56
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;oversampling;Sensitive Learning;518;18;253;92;0.97;0.85;0.96;0.73
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;undersampling;No;536;12;259;74;0.98;0.88;0.97;0.78
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;undersampling;Sensitive Threshold;370;1;270;240;1;0.61;0.8;0.48
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;undersampling;Sensitive Learning;519;18;253;91;0.97;0.85;0.95;0.73
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;SMOTE;No;560;14;257;50;0.98;0.92;0.98;0.84
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;SMOTE;Sensitive Threshold;450;3;268;160;0.99;0.74;0.86;0.63
SYNCOPE;16;39.25;36.37;30.76;Random Forest;No;SMOTE;Sensitive Learning;473;9;262;137;0.98;0.78;0.97;0.66
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;No;No;580;20;251;30;0.97;0.95;0.98;0.87
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;No;Sensitive Threshold;443;3;268;167;0.99;0.73;0.86;0.61
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;No;Sensitive Learning;514;13;258;96;0.98;0.84;0.99;0.73
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;oversampling;No;561;23;248;49;0.96;0.92;0.97;0.81
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;oversampling;Sensitive Threshold;399;5;266;211;0.99;0.65;0.82;0.52
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;oversampling;Sensitive Learning;493;17;254;117;0.97;0.81;0.97;0.68
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;undersampling;No;563;19;252;47;0.97;0.92;0.98;0.83
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;undersampling;Sensitive Threshold;341;1;270;269;1;0.56;0.78;0.44
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;undersampling;Sensitive Learning;551;25;246;59;0.96;0.9;0.96;0.78
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;SMOTE;No;573;20;251;37;0.97;0.94;0.98;0.85
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;SMOTE;Sensitive Threshold;422;2;269;188;1;0.69;0.84;0.57
SYNCOPE;16;39.25;36.37;30.76;Random Forest;Best first;SMOTE;Sensitive Learning;467;15;256;143;0.97;0.77;0.97;0.63
SYNCOPE;16;39.25;36.37;30.76;IBk;No;No;No;560;14;257;50;0.98;0.92;0.94;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;No;No;Sensitive Threshold;560;12;259;50;0.98;0.92;0.94;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;No;No;Sensitive Learning;560;13;258;50;0.98;0.92;0.94;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;No;oversampling;No;548;20;251;62;0.96;0.9;0.92;0.79
SYNCOPE;16;39.25;36.37;30.76;IBk;No;oversampling;Sensitive Threshold;530;17;254;80;0.97;0.87;0.9;0.76
SYNCOPE;16;39.25;36.37;30.76;IBk;No;oversampling;Sensitive Learning;512;17;254;98;0.97;0.84;0.91;0.72
SYNCOPE;16;39.25;36.37;30.76;IBk;No;undersampling;No;528;9;262;82;0.98;0.87;0.92;0.77
SYNCOPE;16;39.25;36.37;30.76;IBk;No;undersampling;Sensitive Threshold;523;8;263;87;0.98;0.86;0.91;0.77
SYNCOPE;16;39.25;36.37;30.76;IBk;No;undersampling;Sensitive Learning;505;13;258;105;0.97;0.83;0.91;0.71
SYNCOPE;16;39.25;36.37;30.76;IBk;No;SMOTE;No;560;14;257;50;0.98;0.92;0.94;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;No;SMOTE;Sensitive Threshold;560;12;259;50;0.98;0.92;0.94;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;No;SMOTE;Sensitive Learning;510;13;258;100;0.98;0.84;0.89;0.72
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;No;No;567;20;251;43;0.97;0.93;0.98;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;No;Sensitive Threshold;477;7;264;133;0.99;0.78;0.88;0.67
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;No;Sensitive Learning;514;13;258;96;0.98;0.84;0.98;0.73
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;oversampling;No;516;16;255;94;0.97;0.85;0.97;0.73
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;oversampling;Sensitive Threshold;417;7;264;193;0.98;0.68;0.83;0.55
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;oversampling;Sensitive Learning;491;17;254;119;0.97;0.8;0.97;0.67
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;undersampling;No;531;13;258;79;0.98;0.87;0.98;0.77
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;undersampling;Sensitive Threshold;394;2;269;216;0.99;0.65;0.82;0.52
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;undersampling;Sensitive Learning;458;11;260;152;0.98;0.75;0.96;0.62
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;SMOTE;No;569;20;251;41;0.97;0.93;0.98;0.84
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;SMOTE;Sensitive Threshold;456;7;264;154;0.98;0.75;0.86;0.63
SYNCOPE;16;39.25;36.37;30.76;IBk;Best first;SMOTE;Sensitive Learning;462;15;256;148;0.97;0.76;0.97;0.62
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;No;No;597;160;111;13;0.79;0.98;0.96;0.46
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;No;Sensitive Threshold;556;13;258;54;0.98;0.91;0.93;0.83
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;No;Sensitive Learning;563;21;250;47;0.96;0.92;0.96;0.82
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;oversampling;No;577;25;246;33;0.96;0.95;0.95;0.85
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;oversampling;Sensitive Threshold;450;7;264;160;0.98;0.74;0.86;0.62
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;oversampling;Sensitive Learning;578;24;247;32;0.96;0.95;0.95;0.85
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;undersampling;No;589;143;128;21;0.8;0.97;0.95;0.5
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;undersampling;Sensitive Threshold;524;10;261;86;0.98;0.86;0.91;0.76
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;undersampling;Sensitive Learning;585;178;93;25;0.77;0.96;0.93;0.36
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;SMOTE;No;589;43;228;21;0.93;0.97;0.96;0.83
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;SMOTE;Sensitive Threshold;539;13;258;71;0.98;0.88;0.92;0.79
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;No;SMOTE;Sensitive Learning;569;25;246;41;0.96;0.93;0.95;0.83
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;No;No;593;21;250;17;0.97;0.97;0.98;0.9
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;No;Sensitive Threshold;360;1;270;250;1;0.59;0.79;0.47
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;No;Sensitive Learning;478;7;264;132;0.99;0.78;0.98;0.67
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;oversampling;No;516;16;255;94;0.97;0.85;0.97;0.73
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;oversampling;Sensitive Threshold;299;3;268;311;0.99;0.49;0.74;0.36
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;oversampling;Sensitive Learning;491;17;254;119;0.97;0.8;0.97;0.67
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;undersampling;No;531;13;258;79;0.98;0.87;0.98;0.77
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;undersampling;Sensitive Threshold;73;0;271;537;1;0.12;0.56;0.08
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;undersampling;Sensitive Learning;458;11;260;152;0.98;0.75;0.96;0.62
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;SMOTE;No;581;21;250;29;0.97;0.95;0.97;0.87
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;SMOTE;Sensitive Threshold;319;2;269;291;0.99;0.52;0.76;0.4
SYNCOPE;16;39.25;36.37;30.76;Naive Bayes;Best first;SMOTE;Sensitive Learning;448;12;259;162;0.97;0.73;0.96;0.6
SYNCOPE;17;42.01;36;28.48;Random Forest;No;No;No;667;16;256;16;0.98;0.98;0.99;0.92
SYNCOPE;17;42.01;36;28.48;Random Forest;No;No;Sensitive Threshold;478;2;270;205;1;0.7;0.85;0.57
